Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,text,line,word,mask,annotation
1993,P522462.22.2,%akk-x-neoass:DUMU-PAB-AD-šu₂=,DUMU-PAB-AD-šu₂,"['𒌉', '𒉽', '𒀜', '𒋙']",𒌉𒉽𒀜𒋙,DUMU-PAB-AD-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522462,22,2,,penalties for litigation: contravention
1994,P522462.22.3,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522462,22,3,,penalties for litigation: contravention
1995,P522462.22.4,%akk-x-neoass:mam₂-ma-nu-šu=,mam₂-ma-(nu)-šu,"['𒊩', '𒈠', '𒉡', '𒋗']",𒊩𒈠𒉡𒋗,mam₂-ma-nu-šu,"['complete', 'complete', 'complete', 'complete']",0.0,P522462,22,4,,penalties for litigation: contravention
1996,P522462.23.1,%akk-x-neoass:qur-bu=,qur-bu,"['𒄥', '𒁍']",𒄥𒁍,qur-bu,"['complete', 'complete']",0.0,P522462,23,1,,penalties for litigation: contravention
1997,P522462.23.2,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,P522462,23,2,,penalties for litigation: contravention
1998,P522462.23.3,%akk-x-neoass:de-ni=,de-ni,"['𒁲', '𒉌']",𒁲𒉌,de-ni,"['complete', 'complete']",0.0,P522462,23,3,,penalties for litigation: contravention
1999,P522462.23.4,%akk-x-neoass:DUG₄.DUG₄=,DUG₄.DUG₄,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,P522462,23,4,,penalties for litigation: contravention
2000,P522462.24.1,%akk-x-neoass:TA=,TA,['𒋫'],𒋫,TA,['complete'],0.0,P522462,24,1,,penalties for litigation: contravention
2001,P522462.24.2,%akk-x-neoass:{m}aš-šur-KUR-LAL=,{m}aš-šur-KUR-LAL,"['𒁹', '𒀸', '𒋩', '𒆳', '𒇲']",𒁹𒀸𒋩𒆳𒇲,{m}aš-šur-KUR-LAL,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522462,24,2,,penalties for litigation: contravention
2002,P522462.24.3,%akk-x-neoass:{m}a-tan-ha-DINGIR.MEŠ=,{m}a-tan-ha-DINGIR.MEŠ,"['𒁹', '𒀀', '𒆗', '𒄩', '𒀭', '𒈨𒌍']",𒁹𒀀𒆗𒄩𒀭𒈨𒌍,{m}a-tan-ha-DINGIR.MEŠ,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522462,24,3,,penalties for litigation: contravention
2003,P522462.25.1,%akk-x-neoass:{m}IGI-aš-šur-IGI.LAL=,{m}IGI-aš-šur-IGI.LAL,"['𒁹', '𒅆', '𒀸', '𒋩', '𒅆', '𒇲']",𒁹𒅆𒀸𒋩𒅆𒇲,{m}IGI-aš-šur-IGI.LAL,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522462,25,1,,penalties for litigation: contravention
2004,P522462.25.2,%akk-x-neoass:DUMU.MEŠ-šu₂-nu=,DUMU.MEŠ-šu₂-nu,"['𒌉', '𒈨𒌍', '𒋙', '𒉡']",𒌉𒈨𒌍𒋙𒉡,DUMU.MEŠ-šu₂-nu,"['complete', 'complete', 'complete', 'complete']",0.0,P522462,25,2,,penalties for litigation: contravention
2005,P522462.25.3,%akk-x-neoass:DUMU-DUMU.MEŠ-šu₂-nu=,DUMU-DUMU.MEŠ-šu₂-nu,"['𒌉', '𒌉', '𒈨𒌍', '𒋙', '𒉡']",𒌉𒌉𒈨𒌍𒋙𒉡,DUMU-DUMU.MEŠ-šu₂-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522462,25,3,,penalties for litigation: contravention
2006,P522462.26.1,%akk-x-neoass:ub-ta-u₂-ni=,ub-ta-u₂-ni,"['𒌒', '𒋫', '𒌑', '𒉌']",𒌒𒋫𒌑𒉌,ub-ta-u₂-ni,"['complete', 'complete', 'complete', 'complete']",0.0,P522462,26,1,,penalties for litigation: contravention
2007,P522462.26.2,%akk-x-neoass:ma-a=,ma-a,"['𒈠', '𒀀']",𒈠𒀀,ma-a,"['complete', 'complete']",0.0,P522462,26,2,,penalties for litigation: contravention
2008,P522462.26.3,%akk-x-neoass:MI₂=,MI₂,['𒊩'],𒊩,MI₂,['complete'],0.0,P522462,26,3,,penalties for litigation: contravention
2009,P522462.26.4,%akk-x-neoass:a-paṭ-ṭar=,a-paṭ-ṭar,"['𒀀', '𒉻', '𒋻']",𒀀𒉻𒋻,a-paṭ-ṭar,"['complete', 'complete', 'complete']",0.0,P522462,26,4,,penalties for litigation: contravention
2010,P522462.27.1,%akk-x-neoass:kas-pu=,kas-pu,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,P522462,27,1,,penalties for litigation: penalty
2011,P522462.27.2,%akk-x-neoass:ana=,ana,['𒁹'],𒁹,ana,['complete'],0.0,P522462,27,2,,penalties for litigation: penalty
2012,P522462.27.3,%akk-x-neoass:10.MEŠ-te=,10.MEŠ-te,"['𒌋', '𒈨𒌍', '𒋼']",𒌋𒈨𒌍𒋼,10.MEŠ-te,"['complete', 'complete', 'complete']",0.0,P522462,27,3,,penalties for litigation: penalty
2013,P522462.27.4,%akk-x-neoass:ana=,ana,['𒁹'],𒁹,ana,['complete'],0.0,P522462,27,4,,penalties for litigation: penalty
2014,P522462.27.5,%akk-x-neoass:EN.MEŠ-šu₂=,EN.MEŠ-šu₂,"['𒂗', '𒈨𒌍', '𒋙']",𒂗𒈨𒌍𒋙,EN.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,P522462,27,5,,penalties for litigation: penalty
2015,P522462.28.1,%akk-x-neoass:GUR-ra=,GUR-ra,"['𒄥', '𒊏']",𒄥𒊏,GUR-ra,"['complete', 'complete']",0.0,P522462,28,1,,penalties for litigation: penalty
2016,P522462.28.2,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522462,28,2,,penalties for litigation: penalty
2017,P522462.28.3,%akk-x-neoass:la=,la,['𒆷'],𒆷,la,['complete'],0.0,P522462,28,3,,penalties for litigation: penalty
2018,P522462.28.4,%akk-x-neoass:de-ni-šu=,de-ni-šu,"['𒁲', '𒉌', '𒋗']",𒁲𒉌𒋗,de-ni-šu,"['complete', 'complete', 'complete']",0.0,P522462,28,4,,penalties for litigation: penalty
2019,P522462.29.1,%akk-x-neoass:DUG₄.DUG₄-ma=,DUG₄.DUG₄-ma,"['𒅗', '𒅗', '𒈠']",𒅗𒅗𒈠,DUG₄.DUG₄-ma,"['complete', 'complete', 'complete']",0.0,P522462,29,1,,penalties for litigation: penalty
2020,P522462.29.2,%akk-x-neoass:la=,la,['𒆷'],𒆷,la,['complete'],0.0,P522462,29,2,,penalties for litigation: penalty
2021,P522462.29.3,%akk-x-neoass:TI-qi₂=,TI-qi₂,"['𒋾', '𒆠']",𒋾𒆠,TI-qi₂,"['complete', 'complete']",0.0,P522462,29,3,,penalties for litigation: penalty
2022,P522462.30.1,%akk-x-neoass:ṣib-tu₂=,ṣib-tu₂,"['𒍦', '𒌓']",𒍦𒌓,ṣib-tu₂,"['complete', 'complete']",0.0,P522462,30,1,,guarantee clauses for slaves
2023,P522462.30.2,%akk-x-neoass:be-en-nu=,be-en-nu,"['𒁁', '𒂗', '𒉡']",𒁁𒂗𒉡,be-en-nu,"['complete', 'complete', 'complete']",0.0,P522462,30,2,,guarantee clauses for slaves
2024,P522462.30.3,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522462,30,3,,guarantee clauses for slaves
2025,P522462.30.4,%akk-x-neoass:01-me=,01-me,"['01', '𒈨']",01𒈨,01-me,"['complete', 'complete']",0.0,P522462,30,4,,guarantee clauses for slaves
2026,P522462.30.5,%akk-x-neoass:UD-me=,UD-me,"['𒌓', '𒈨']",𒌓𒈨,UD-me,"['complete', 'complete']",0.0,P522462,30,5,,guarantee clauses for slaves
2027,P522462.31.1,%akk-x-neoass:sa-ar-tu₂=,sa-ar-tu₂,"['𒊓', '𒅈', '𒌓']",𒊓𒅈𒌓,sa-ar-tu₂,"['complete', 'complete', 'complete']",0.0,P522462,31,1,,guarantee clauses for slaves
2028,P522462.31.2,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522462,31,2,,guarantee clauses for slaves
2029,P522462.31.3,%akk-x-neoass:kal₃=,kal₃,['𒆕'],𒆕,kal₃,['complete'],0.0,P522462,31,3,,guarantee clauses for slaves
2030,P522462.31.4,%akk-x-neoass:MU.AN.NA.MEŠ=,MU.AN.NA.MEŠ,"['𒈬', '𒀭', '𒈾', '𒈨𒌍']",𒈬𒀭𒈾𒈨𒌍,MU.AN.NA.MEŠ,"['complete', 'complete', 'complete', 'complete']",0.0,P522462,31,4,,guarantee clauses for slaves
2031,P522462.33.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522462,33,1,,witness
2032,P522462.33.2,%akk-x-neoass:{m}SU-{d}na-na-a=,{m}SU-{d}na-na-a,"['𒁹', '𒋢', '𒀭', '𒈾', '𒈾', '𒀀']",𒁹𒋢𒀭𒈾𒈾𒀀,{m}SU-{d}na-na-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522462,33,2,,witness
2033,P522462.34.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522462,34,1,,witness
2034,P522462.34.2,%akk-x-neoass:{m}is-qud-du=,{m}is-qud-du,"['𒁹', '𒄑', '𒋻', '𒁺']",𒁹𒄑𒋻𒁺,{m}is-qud-du,"['complete', 'complete', 'complete', 'complete']",0.0,P522462,34,2,,witness
2035,P522462.34.3,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522462,34,3,,witness
2036,P522462.34.4,%akk-x-neoass:{m}AD-IGI.LAL=,{m}AD-IGI.LAL,"['𒁹', '𒀜', '𒅆', '𒇲']",𒁹𒀜𒅆𒇲,{m}AD-IGI.LAL,"['complete', 'complete', 'complete', 'complete']",0.0,P522462,34,4,,witness
2037,P522462.35.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522462,35,1,,witness
2038,P522462.35.2,%akk-x-neoass:{m}IGI-aš-šur-IGI.LAL=,{m}IGI-aš-šur-IGI.LAL,"['𒁹', '𒅆', '𒀸', '𒋩', '𒅆', '𒇲']",𒁹𒅆𒀸𒋩𒅆𒇲,{m}IGI-aš-šur-IGI.LAL,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522462,35,2,,witness
2039,P522462.35.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522462,35,3,,witness
2040,P522462.35.4,%akk-x-neoass:{m}za-ba-an-a.a=,{m}za-ba-an-a.a,"['𒁹', '𒍝', '𒁀', '𒀭', '𒀀', '𒀀']",𒁹𒍝𒁀𒀭𒀀𒀀,{m}za-ba-an-a.a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522462,35,4,,witness
2041,P522462.36.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522462,36,1,,witness
2042,P522462.36.2,%akk-x-neoass:{m}la-li-ia=,{m}la-li-ia,"['𒁹', '𒆷', '𒇷', '𒅀']",𒁹𒆷𒇷𒅀,{m}la-li-ia,"['complete', 'complete', 'complete', 'complete']",0.0,P522462,36,2,,witness
2043,P522462.36.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522462,36,3,,witness
2044,P522462.36.4,%akk-x-neoass:{m}IGI.LAL-aš-šur=,{m}IGI.LAL-aš-šur,"['𒁹', '𒅆', '𒇲', '𒀸', '𒋩']",𒁹𒅆𒇲𒀸𒋩,{m}IGI.LAL-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522462,36,4,,witness
2045,P522462.37.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522462,37,1,,witness
2046,P522462.37.2,%akk-x-neoass:{m}MU-ba-ši-DINGIR=,{m}MU-ba-ši-DINGIR,"['𒁹', '𒈬', '𒁀', '𒅆', '𒀭']",𒁹𒈬𒁀𒅆𒀭,{m}MU-ba-ši-DINGIR,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522462,37,2,,witness
2047,P522462.37.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522462,37,3,,witness
2048,P522462.37.4,%akk-x-neoass:{m}ṣu-lu-ma-a.a=,{m}ṣu-lu-⸢ma⸣-a.a,"['𒁹', '𒍮', '𒇻', '𒈠', '𒀀', '𒀀']",𒁹𒍮𒇻𒈠𒀀𒀀,{m}ṣu-lu-⸢ma⸣-a.a,"['complete', 'complete', 'complete', 'damaged', 'complete', 'complete']",0.08,P522462,37,4,,witness
2049,P522462.38.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522462,38,1,,witness
2050,P522462.38.2,%akk-x-neoass:{m}mu-še-zib-aš-šur=,{m}mu-še-zib-aš-šur,"['𒁹', '𒈬', '𒊺', '𒍦', '𒀸', '𒋩']",𒁹𒈬𒊺𒍦𒀸𒋩,{m}mu-še-zib-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522462,38,2,,witness
2051,P522462.38.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522462,38,3,,witness
2052,P522462.38.4,%akk-x-neoass:{m}DI-DINGIR.MEŠ=,{m}DI-DINGIR.MEŠ,"['𒁹', '𒁲', '𒀭', '𒈨𒌍']",𒁹𒁲𒀭𒈨𒌍,{m}DI-DINGIR.MEŠ,"['complete', 'complete', 'complete', 'complete']",0.0,P522462,38,4,,witness
2053,P522462.39.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522462,39,1,,witness
2054,P522462.39.2,%akk-x-neoass:{m}U.GUR-sa-kip=,{m}U.GUR-sa-kip,"['𒁹', '𒌋', '𒄥', '𒊓', '𒄒']",𒁹𒌋𒄥𒊓𒄒,{m}U.GUR-sa-kip,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522462,39,2,,witness
2055,P522462.39.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522462,39,3,,witness
2056,P522462.39.4,%akk-x-neoass:{m}ba-u-a=,{m}ba-u-a,"['𒁹', '𒁀', '𒌋', '𒀀']",𒁹𒁀𒌋𒀀,{m}ba-u-a,"['complete', 'complete', 'complete', 'complete']",0.0,P522462,39,4,,witness
2057,P522462.40.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522462,40,1,,witness
2058,P522462.40.2,%akk-x-neoass:{m}aš-šur-u₂-kal-la-ni=,{m}aš-šur-u₂-kal-la-ni,"['𒁹', '𒀸', '𒋩', '𒌑', '𒆗', '𒆷', '𒉌']",𒁹𒀸𒋩𒌑𒆗𒆷𒉌,{m}aš-šur-u₂-kal-la-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522462,40,2,,witness
2059,P522462.41.1,%akk-x-neoass:{ITI}ŠE.DIRI=,{iti}ŠE.DIRI,"['𒌗', '𒊺', '𒋛𒀀']",𒌗𒊺𒋛𒀀,{ITI}ŠE.DIRI,"['complete', 'complete', 'complete']",0.0,P522462,41,1,,date
2060,P522462.41.2,%akk-x-neoass:UD-13-KAM₂=,UD-13-KAM₂,"['𒌓', '𒌋𒐈', '𒆚']",𒌓𒌋𒐈𒆚,UD-13-KAM₂,"['complete', 'complete', 'complete']",0.0,P522462,41,2,,date
2061,P522462.43.1,%akk-x-neoass:lim-mu=,lim-mu,"['𒅆', '𒈬']",𒅆𒈬,lim-mu,"['complete', 'complete']",0.0,P522462,43,1,,date
