Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,text,line,word,mask,annotation
879,P522459.41.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522459,41,3,,witness
880,P522459.41.4,%akk-x-neoass:{m}GIN-i=,{m}GIN-i,"['𒁹', '𒁺', '𒄿']",𒁹𒁺𒄿,{m}GIN-i,"['complete', 'complete', 'complete']",0.0,P522459,41,4,,witness
881,P522459.42.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522459,42,1,,witness
882,P522459.42.2,%akk-x-neoass:{m}IGI.DU-aš-šur=,{m}IGI.DU-aš-šur,"['𒁹', '𒅆', '𒁺', '𒀸', '𒋩']",𒁹𒅆𒁺𒀸𒋩,{m}IGI.DU-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522459,42,2,,witness
883,P522459.42.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522459,42,3,,witness
884,P522459.42.4,%akk-x-neoass:{m}IGI-aš-šur-la-mur=,{m}IGI-aš-šur-la-mur,"['𒁹', '𒅆', '𒀸', '𒋩', '𒆷', '𒄯']",𒁹𒅆𒀸𒋩𒆷𒄯,{m}IGI-aš-šur-la-mur,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522459,42,4,,witness
885,P522459.43.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522459,43,1,,witness
886,P522459.43.2,%akk-x-neoass:{m}mu-LAL-aš-šur=,{m}mu-LAL-aš-šur,"['𒁹', '𒈬', '𒇲', '𒀸', '𒋩']",𒁹𒈬𒇲𒀸𒋩,{m}mu-LAL-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522459,43,2,,witness
887,P522459.43.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522459,43,3,,witness
888,P522459.43.4,%akk-x-neoass:{m}arba-il₃-a.a=,{m}arba-il₃-a.a,"['𒁹', '𒇹', '𒀭', '𒀀', '𒀀']",𒁹𒇹𒀭𒀀𒀀,{m}arba-il₃-a.a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522459,43,4,,witness
889,P522459.44.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522459,44,1,,witness
890,P522459.44.2,%akk-x-neoass:{m}DINGIR-DI-ma-nu=,{m}DINGIR-DI-ma-nu,"['𒁹', '𒀭', '𒁲', '𒈠', '𒉡']",𒁹𒀭𒁲𒈠𒉡,{m}DINGIR-DI-ma-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522459,44,2,,witness
891,P522459.44.3,%akk-x-neoass:{URU}ta-gi-ri-te-ni=,{uru}ta-gi-[ri-te-ni],"['𒌷', '𒋫', '𒄀', '𒊑', '𒋼', '𒉌']",𒌷𒋫𒄀𒊑𒋼𒉌,{URU}ta-gi-[ri-te-ni],"['complete', 'complete', 'complete', 'missing', 'missing', 'missing']",0.5,P522459,44,3,,witness
892,P522459.45.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522459,45,1,,witness
893,P522459.45.2,%akk-x-neoass:{m}aš-šur-DU₃-aš₂=,{m}aš-šur-DU₃-aš₂,"['𒁹', '𒀸', '𒋩', '𒆕', '𒀾']",𒁹𒀸𒋩𒆕𒀾,{m}aš-šur-DU₃-aš₂,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522459,45,2,,witness
894,P522459.46.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522459,46,1,,witness
895,P522459.46.2,%akk-x-neoass:{m}aš-šur-PAB.MEŠ-šal-lim=,{m}aš-šur-PAB.MEŠ-šal-lim,"['𒁹', '𒀸', '𒋩', '𒉽', '𒈨𒌍', '𒊩', '𒅆']",𒁹𒀸𒋩𒉽𒈨𒌍𒊩𒅆,{m}aš-šur-PAB.MEŠ-šal-lim,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522459,46,2,,witness
896,P522459.47.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522459,47,1,,witness
897,P522459.47.2,%akk-x-neoass:{m}GUD-MAN-RI=,{m}GUD-MAN-RI,"['𒁹', '𒄞', '𒌋𒌋', '𒊑']",𒁹𒄞𒌋𒌋𒊑,{m}GUD-MAN-RI,"['complete', 'complete', 'complete', 'complete']",0.0,P522459,47,2,,witness
898,P522459.47.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522459,47,3,,witness
899,P522459.47.4,%akk-x-neoass:{m}bir-{d}UTU=,{m}bir-{d}UTU,"['𒁹', '𒄵', '𒀭', '𒌓']",𒁹𒄵𒀭𒌓,{m}bir-{d}UTU,"['complete', 'complete', 'complete', 'complete']",0.0,P522459,47,4,,witness
900,P522459.48.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522459,48,1,,witness
901,P522459.48.2,%akk-x-neoass:{m}man-nu-ki-i=,{m}man-nu-ki-i,"['𒁹', '𒌋𒌋', '𒉡', '𒆠', '𒄿']",𒁹𒌋𒌋𒉡𒆠𒄿,{m}man-nu-ki-i,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522459,48,2,,witness
902,P522459.48.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522459,48,3,,witness
903,P522459.48.4,%akk-x-neoass:{m}{d}PA-DIL-PAB=,{m}{d}PA-DIL-PAB,"['𒁹', '𒀭', '𒉺', '𒀸', '𒉽']",𒁹𒀭𒉺𒀸𒉽,{m}{d}PA-DIL-PAB,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522459,48,4,,witness
