Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,text,line,word,mask,annotation
345,P522456.12.1,%akk-x-neoass:MI₂-su=,MI₂-su,"['𒊩', '𒋢']",𒊩𒋢,MI₂-su,"['complete', 'complete']",0.0,P522456,12,1,,confirmation of transfer 2
346,P522456.12.2,%akk-x-neoass:šu-a-tu=,šu-a-tu,"['𒋗', '𒀀', '𒌅']",𒋗𒀀𒌅,šu-a-tu,"['complete', 'complete', 'complete']",0.0,P522456,12,2,,confirmation of transfer 2
347,P522456.12.3,%akk-x-neoass:za-ar₂-pa-at=,za-ar₂-pa-at,"['𒍝', '𒌒', '𒉺', '𒀜']",𒍝𒌒𒉺𒀜,za-ar₂-pa-at,"['complete', 'complete', 'complete', 'complete']",0.0,P522456,12,3,,confirmation of transfer 2
348,P522456.13.1,%akk-x-neoass:laq-qi-ia-at=,laq-qi-ia-at,"['𒋃', '𒆥', '𒅀', '𒀜']",𒋃𒆥𒅀𒀜,laq-qi-ia-at,"['complete', 'complete', 'complete', 'complete']",0.0,P522456,13,1,,confirmation of transfer 2
349,P522456.13.2,%akk-x-neoass:tu-a-ru=,tu-a-ru,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,tu-a-ru,"['complete', 'complete', 'complete']",0.0,P522456,13,2,,exclusion of litigation
350,P522456.14.1,%akk-x-neoass:de-e-nu=,de-e-nu,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,P522456,14,1,,exclusion of litigation
351,P522456.14.2,%akk-x-neoass:DUG₄.DUG₄=,DUG₄.DUG₄,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,P522456,14,2,,exclusion of litigation
352,P522456.14.3,%akk-x-neoass:la-aš₂-šu=,la-aš₂-šu,"['𒆷', '𒀾', '𒋗']",𒆷𒀾𒋗,la-aš₂-šu,"['complete', 'complete', 'complete']",0.0,P522456,14,3,,exclusion of litigation
353,P522456.15.1,%akk-x-neoass:man-nu=,man-nu,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,P522456,15,1,,penalties for litigation: contravention
354,P522456.15.2,%akk-x-neoass:ša₂=,ša₂,['𒃻'],𒃻,ša₂,['complete'],0.0,P522456,15,2,,penalties for litigation: contravention
355,P522456.15.3,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522456,15,3,,penalties for litigation: contravention
356,P522456.15.4,%akk-x-neoass:ur-kiš=,ur-kiš,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,P522456,15,4,,penalties for litigation: contravention
357,P522456.15.5,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522456,15,5,,penalties for litigation: contravention
358,P522456.15.6,%akk-x-neoass:ma-ti-ma=,ma-ti-ma,"['𒈠', '𒋾', '𒈠']",𒈠𒋾𒈠,ma-ti-ma,"['complete', 'complete', 'complete']",0.0,P522456,15,6,,penalties for litigation: contravention
359,P522456.16.1,%akk-x-neoass:i-za-qu-pa-an-ni=,i-za-qu-pa-an-ni,"['𒄿', '𒍝', '𒄣', '𒉺', '𒀭', '𒉌']",𒄿𒍝𒄣𒉺𒀭𒉌,i-za-qu-pa-an-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522456,16,1,,penalties for litigation: contravention
360,P522456.16.2,%akk-x-neoass:GIL-u-ni=,GIL-u-ni,"['𒄃', '𒌋', '𒉌']",𒄃𒌋𒉌,GIL-u-ni,"['complete', 'complete', 'complete']",0.0,P522456,16,2,,penalties for litigation: contravention
361,P522456.18.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522456,18,1,,penalties for litigation: contravention
362,P522456.18.2,%akk-x-neoass:{m}ARAD-PAB.MEŠ-šu₂=,{m}ARAD-PAB.MEŠ-šu₂,"['𒁹', '𒀴', '𒉽', '𒈨𒌍', '𒋙']",𒁹𒀴𒉽𒈨𒌍𒋙,{m}ARAD-PAB.MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522456,18,2,,penalties for litigation: contravention
363,P522456.18.3,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522456,18,3,,penalties for litigation: contravention
364,P522456.18.4,%akk-x-neoass:DUMU.MEŠ-šu₂=,DUMU.MEŠ-šu₂,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,P522456,18,4,,penalties for litigation: contravention
365,P522456.19.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522456,19,1,,penalties for litigation: contravention
366,P522456.19.2,%akk-x-neoass:DUMU-DUMU.MEŠ-šu₂=,DUMU-DUMU.MEŠ-šu₂,"['𒌉', '𒌉', '𒈨𒌍', '𒋙']",𒌉𒌉𒈨𒌍𒋙,DUMU-DUMU.MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522456,19,2,,penalties for litigation: contravention
367,P522456.19.3,%akk-x-neoass:lu-u=,(lu-u),"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522456,19,3,,penalties for litigation: contravention
368,P522456.19.4,%akk-x-neoass:ŠEŠ.MEŠ-šu₂=,ŠEŠ.MEŠ-šu₂,"['𒋀', '𒈨𒌍', '𒋙']",𒋀𒈨𒌍𒋙,ŠEŠ.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,P522456,19,4,,penalties for litigation: contravention
369,P522456.20.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522456,20,1,,penalties for litigation: contravention
370,P522456.20.2,%akk-x-neoass:DUMU-ŠEŠ.MEŠ-šu₂=,DUMU-ŠEŠ.MEŠ-šu₂,"['𒌉', '𒋀', '𒈨𒌍', '𒋙']",𒌉𒋀𒈨𒌍𒋙,DUMU-ŠEŠ.MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522456,20,2,,penalties for litigation: contravention
371,P522456.20.3,%akk-x-neoass:ša=,(ša),['𒊭'],𒊭,ša,['complete'],0.0,P522456,20,3,,penalties for litigation: contravention
372,P522456.20.4,%akk-x-neoass:de-e-nu=,de-e-nu,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,P522456,20,4,,penalties for litigation: contravention
373,P522456.22.1,%akk-x-neoass:DUG₄.DUG₄=,DUG₄.DUG₄,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,P522456,22,1,,penalties for litigation: contravention
374,P522456.22.2,%akk-x-neoass:TA=,TA,['𒋫'],𒋫,TA,['complete'],0.0,P522456,22,2,,penalties for litigation: contravention
375,P522456.22.3,%akk-x-neoass:{m}DINGIR-KA-PAB=,{m}DINGIR-KA-PAB,"['𒁹', '𒀭', '𒅗', '𒉽']",𒁹𒀭𒅗𒉽,{m}DINGIR-KA-PAB,"['complete', 'complete', 'complete', 'complete']",0.0,P522456,22,3,,penalties for litigation: contravention
376,P522456.23.1,%akk-x-neoass:DUMU.MEŠ-šu₂=,DUMU.MEŠ-šu₂,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,P522456,23,1,,penalties for litigation: contravention
377,P522456.23.2,%akk-x-neoass:u₃=,u₃,['𒅇'],𒅇,u₃,['complete'],0.0,P522456,23,2,,penalties for litigation: contravention
378,P522456.23.3,%akk-x-neoass:DUMU-DUMU.MEŠ-šu₂=,DUMU-(DUMU).MEŠ-šu₂,"['𒌉', '𒌉', '𒈨𒌍', '𒋙']",𒌉𒌉𒈨𒌍𒋙,DUMU-DUMU.MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522456,23,3,,penalties for litigation: contravention
379,P522456.24.1,%akk-x-neoass:de-e-nu=,de-e-nu,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,P522456,24,1,,penalties for litigation: contravention
380,P522456.24.2,%akk-x-neoass:DUG₄.DUG₄=,DUG₄.DUG₄,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,P522456,24,2,,penalties for litigation: contravention
381,P522456.24.3,%akk-x-neoass:ub-ta-ʾu-u-ni=,ub-ta-ʾu-u-ni,"['𒌒', '𒋫', '𒀪', '𒌋', '𒉌']",𒌒𒋫𒀪𒌋𒉌,ub-ta-ʾu-u-ni,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522456,24,3,,penalties for litigation: contravention
382,P522456.25.1,%akk-x-neoass:10=,10,['𒌋'],𒌋,10,['complete'],0.0,P522456,25,1,,penalties for litigation: penalty
383,P522456.25.2,%akk-x-neoass:MA.NA=,MA.NA,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,P522456,25,2,,penalties for litigation: penalty
384,P522456.25.3,%akk-x-neoass:KUG.UD=,KUG.UD,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,P522456,25,3,,penalties for litigation: penalty
385,P522456.25.4,%akk-x-neoass:SUM-an=,SUM-an,"['𒋧', '𒀭']",𒋧𒀭,SUM-an,"['complete', 'complete']",0.0,P522456,25,4,,penalties for litigation: penalty
386,P522456.25.5,%akk-x-neoass:kas-pu=,kas-pu,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,P522456,25,5,,penalties for litigation: penalty
387,P522456.26.1,%akk-x-neoass:a-na=,a-na,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,P522456,26,1,,penalties for litigation: penalty
388,P522456.26.2,%akk-x-neoass:10.MEŠ-te=,10.MEŠ-te,"['𒌋', '𒈨𒌍', '𒋼']",𒌋𒈨𒌍𒋼,10.MEŠ-te,"['complete', 'complete', 'complete']",0.0,P522456,26,2,,penalties for litigation: penalty
389,P522456.26.3,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522456,26,3,,penalties for litigation: penalty
390,P522456.26.4,%akk-x-neoass:EN=,EN,['𒂗'],𒂗,EN,['complete'],0.0,P522456,26,4,,penalties for litigation: penalty
391,P522456.26.5,%akk-x-neoass:GUR=,GUR,['𒄥'],𒄥,GUR,['complete'],0.0,P522456,26,5,,penalties for litigation: penalty
392,P522456.27.1,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522456,27,1,,penalties for litigation: penalty
393,P522456.27.2,%akk-x-neoass:la=,la,['𒆷'],𒆷,la,['complete'],0.0,P522456,27,2,,penalties for litigation: penalty
394,P522456.27.3,%akk-x-neoass:de-ni-šu₂=,de-ni-šu₂,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,de-ni-šu₂,"['complete', 'complete', 'complete']",0.0,P522456,27,3,,penalties for litigation: penalty
395,P522456.27.4,%akk-x-neoass:DUG₄.DUG₄-ma=,DUG₄.DUG₄-ma,"['𒅗', '𒅗', '𒈠']",𒅗𒅗𒈠,DUG₄.DUG₄-ma,"['complete', 'complete', 'complete']",0.0,P522456,27,4,,penalties for litigation: penalty
396,P522456.27.5,%akk-x-neoass:la=,la,['𒆷'],𒆷,la,['complete'],0.0,P522456,27,5,,penalties for litigation: penalty
397,P522456.27.6,%akk-x-neoass:i-laq-qi₂=,i-laq-qi₂,"['𒄿', '𒋃', '𒆠']",𒄿𒋃𒆠,i-laq-qi₂,"['complete', 'complete', 'complete']",0.0,P522456,27,6,,penalties for litigation: penalty
398,P522456.28.1,%akk-x-neoass:ṣi-ib-tu₂=,ṣi-ib-(tu₂),"['𒍢', '𒅁', '𒌓']",𒍢𒅁𒌓,ṣi-ib-tu₂,"['complete', 'complete', 'complete']",0.0,P522456,28,1,,guarantee clauses for slaves
399,P522456.28.2,%akk-x-neoass:be₂-e-nu=,be₂-e-nu,"['𒁉', '𒂊', '𒉡']",𒁉𒂊𒉡,be₂-e-nu,"['complete', 'complete', 'complete']",0.0,P522456,28,2,,guarantee clauses for slaves
400,P522456.28.3,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522456,28,3,,guarantee clauses for slaves
401,P522456.28.4,%akk-x-neoass:01-me=,01-me,"['01', '𒈨']",01𒈨,01-me,"['complete', 'complete']",0.0,P522456,28,4,,guarantee clauses for slaves
402,P522456.28.5,%akk-x-neoass:UD-me=,UD-me,"['𒌓', '𒈨']",𒌓𒈨,UD-me,"['complete', 'complete']",0.0,P522456,28,5,,guarantee clauses for slaves
403,P522456.29.1,%akk-x-neoass:sa-ar₂-tu₂=,sa-ar₂-tu₂,"['𒊓', '𒌒', '𒌓']",𒊓𒌒𒌓,sa-ar₂-tu₂,"['complete', 'complete', 'complete']",0.0,P522456,29,1,,guarantee clauses for slaves
404,P522456.29.2,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522456,29,2,,guarantee clauses for slaves
405,P522456.29.3,%akk-x-neoass:kal₃=,kal₃,['𒆕'],𒆕,kal₃,['complete'],0.0,P522456,29,3,,guarantee clauses for slaves
406,P522456.29.4,%akk-x-neoass:MU.AN.NA.MEŠ=,MU.AN.NA.MEŠ,"['𒈬', '𒀭', '𒈾', '𒈨𒌍']",𒈬𒀭𒈾𒈨𒌍,MU.AN.NA.MEŠ,"['complete', 'complete', 'complete', 'complete']",0.0,P522456,29,4,,guarantee clauses for slaves
407,P522456.31.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522456,31,1,,witness
408,P522456.31.2,%akk-x-neoass:{m}ra-hi-mu=,{m}ra-hi-mu,"['𒁹', '𒊏', '𒄭', '𒈬']",𒁹𒊏𒄭𒈬,{m}ra-hi-mu,"['complete', 'complete', 'complete', 'complete']",0.0,P522456,31,2,,witness
409,P522456.31.3,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522456,31,3,,witness
410,P522456.31.4,%akk-x-neoass:{m}a-hu-nu=,{m}a-hu-nu,"['𒁹', '𒀀', '𒄷', '𒉡']",𒁹𒀀𒄷𒉡,{m}a-hu-nu,"['complete', 'complete', 'complete', 'complete']",0.0,P522456,31,4,,witness
411,P522456.32.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522456,32,1,,witness
412,P522456.32.2,%akk-x-neoass:{m}da-ni-i=,{m}da-ni-i,"['𒁹', '𒁕', '𒉌', '𒄿']",𒁹𒁕𒉌𒄿,{m}da-ni-i,"['complete', 'complete', 'complete', 'complete']",0.0,P522456,32,2,,witness
413,P522456.32.3,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522456,32,3,,witness
414,P522456.32.4,%akk-x-neoass:{m}ta-am-su-nu=,{m}ta-am-su-nu,"['𒁹', '𒋫', '𒄠', '𒋢', '𒉡']",𒁹𒋫𒄠𒋢𒉡,{m}ta-am-su-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522456,32,4,,witness
415,P522456.33.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522456,33,1,,witness
416,P522456.33.2,%akk-x-neoass:{m}SU-aš-šur=,{m}SU-aš-šur,"['𒁹', '𒋢', '𒀸', '𒋩']",𒁹𒋢𒀸𒋩,{m}SU-aš-šur,"['complete', 'complete', 'complete', 'complete']",0.0,P522456,33,2,,witness
417,P522456.33.3,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522456,33,3,,witness
418,P522456.33.4,%akk-x-neoass:{m}ak-ku-da-nu=,{m}ak-ku-da-nu,"['𒁹', '𒀝', '𒆪', '𒁕', '𒉡']",𒁹𒀝𒆪𒁕𒉡,{m}ak-ku-da-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522456,33,4,,witness
419,P522456.34.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522456,34,1,,witness
420,P522456.34.2,%akk-x-neoass:{m}PAB-ia=,{m}PAB-ia,"['𒁹', '𒉽', '𒅀']",𒁹𒉽𒅀,{m}PAB-ia,"['complete', 'complete', 'complete']",0.0,P522456,34,2,,witness
421,P522456.34.3,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522456,34,3,,witness
422,P522456.34.4,%akk-x-neoass:{m}RI-x-x=,{m}RI-(x-x),"['𒁹', '𒊑', 'X', 'X']",𒁹𒊑XX,{m}RI-x-x,"['complete', 'complete', 'complete', 'complete']",0.0,P522456,34,4,,witness
423,P522456.35.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522456,35,1,,witness
424,P522456.35.2,%akk-x-neoass:{m}aš-šur-kil-la-an-ni=,{m}aš-šur-kil-la-an-ni,"['𒁹', '𒀸', '𒋩', '𒆸', '𒆷', '𒀭', '𒉌']",𒁹𒀸𒋩𒆸𒆷𒀭𒉌,{m}aš-šur-kil-la-an-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522456,35,2,,witness
425,P522456.36.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522456,36,1,,witness
426,P522456.36.2,%akk-x-neoass:{m}SUHUŠ-a.a=,{(m)}SUHUŠ-a.a,"['𒁹', '𒁼', '𒀀', '𒀀']",𒁹𒁼𒀀𒀀,{m}SUHUŠ-a.a,"['complete', 'complete', 'complete', 'complete']",0.0,P522456,36,2,,witness
427,P522456.36.3,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522456,36,3,,witness
428,P522456.36.4,%akk-x-neoass:{m}DINGIR-la-SU=,{m}DINGIR-la-SU,"['𒁹', '𒀭', '𒆷', '𒋢']",𒁹𒀭𒆷𒋢,{m}DINGIR-la-SU,"['complete', 'complete', 'complete', 'complete']",0.0,P522456,36,4,,witness
429,P522456.37.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522456,37,1,,witness
430,P522456.37.2,%akk-x-neoass:{m}qur-di-{d}U.GUR=,{m}qur-di-{d}U.GUR,"['𒁹', '𒄥', '𒁲', '𒀭', '𒌋', '𒄥']",𒁹𒄥𒁲𒀭𒌋𒄥,{m}qur-di-{d}U.GUR,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522456,37,2,,witness
431,P522456.39.1,%akk-x-neoass:{ITI}ŠE=,{iti}ŠE,"['𒌗', '𒊺']",𒌗𒊺,{ITI}ŠE,"['complete', 'complete']",0.0,P522456,39,1,,date
432,P522456.39.2,%akk-x-neoass:UD-17-KAM₂=,UD-17-KAM₂,"['𒌓', '𒌋𒐌', '𒆚']",𒌓𒌋𒐌𒆚,UD-17-KAM₂,"['complete', 'complete', 'complete']",0.0,P522456,39,2,,date
433,P522456.40.1,%akk-x-neoass:lim-mu=,lim-mu,"['𒅆', '𒈬']",𒅆𒈬,lim-mu,"['complete', 'complete']",0.0,P522456,40,1,,date
434,P522456.40.2,%akk-x-neoass:{m}{d}AG-KALAG-in-an-ni=,{m}{d}AG-KALAG-in-an-ni,"['𒁹', '𒀭', '𒀝', '𒆗', '𒅔', '𒀭', '𒉌']",𒁹𒀭𒀝𒆗𒅔𒀭𒉌,{m}{d}AG-KALAG-in-an-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522456,40,2,,date
